"ChEMBL ID;    ""Name"";""Synonyms"";""Type"";""Max Phase"";""Molecular Weight"";""Targets"";""Bioactivities"";""AlogP"";""Polar Surface Area"";""HBA"";""HBD"";""#RO5 Violations"";""#Rotatable Bonds"";""Passes Ro3"";""QED Weighted"";""CX Acidic pKa"";""CX Basic pKa"";""CX LogP"";""CX LogD"";""Aromatic Rings"";""Structure Type"";""Inorganic Flag"";""Heavy Atoms"";""HBA (Lipinski)"";""HBD (Lipinski)"";""#RO5 Violations (Lipinski)"";""Molecular Weight (Monoisotopic)"";""Np Likeness Score"";""Molecular Species"";""Molecular Formula"";""Smiles"";""Inchi Key""",,,,,,,,,,,,,
"CHEMBL23;""DILTIAZEM"";""Cardizem|DILTIAZEM|DILTIAZEM EXTENDED RELEASE|DITIAZ|Dilt-CD|Diltiazem|Diltzac|SURAZEM|Tiamate|Tiazac"";""Small molecule"";""4.0"";""414.53"";""189"";""2291"";""3.37"";""59.08"";""6"";""0"";""0"";""6"";""N"";""0.68"";""12.86"";""8.18"";""2.73"";""1.89"";""2"";""MOL"";""0"";""29"";""6"";""0"";""0"";""414.1613"";""-0.13"";""NEUTRAL"";""C22H26N2O4S"";""COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1"";""HSUGRBWQSSZJOP-RTWAWAEBSA-N""",,,,,,,,,,,,,
"CHEMBL5191344;"""";"""";"""";"""";""380.32"";""4"";""4"";""3.61"";""62.06"";""6"";""0"";""0"";""5"";""N"";""0.63"";""None"";""4.06"";""3.01"";""3.01"";""3"";""MOL"";""0"";""27"";""6"";""0"";""0"";""380.0984"";""-0.93"";""NEUTRAL"";""C18H15F3N2O4"";""COc1cc(C(=O)c2cn3ccc(C(F)(F)F)cc3n2)cc(OC)c1OC"";""HOGMGIIGYQRKTG-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL5202346;"""";"""";"""";"""";""354.41"";""4"";""4"";""3.71"";""62.06"";""6"";""0"";""0"";""6"";""N"";""0.63"";""None"";""4.33"";""3.22"";""3.22"";""3"";""MOL"";""0"";""26"";""6"";""0"";""0"";""354.1580"";""-0.72"";""NEUTRAL"";""C20H22N2O4"";""COc1cc(C(=O)c2cn3c(C(C)C)cccc3n2)cc(OC)c1OC"";""XTGDELAVRSWWTJ-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL5186683;"""";"""";"""";"""";""375.43"";""4"";""4"";""4.40"";""57.88"";""6"";""0"";""0"";""5"";""N"";""0.52"";""None"";""2.27"";""3.65"";""3.65"";""4"";""MOL"";""0"";""28"";""6"";""0"";""0"";""375.1583"";""-0.90"";""NEUTRAL"";""C22H21N3O3"";""COc1cc(-c2nccn3cc(-c4ccc(C)cc4)nc23)cc(OC)c1OC"";""SFOULTOXUOSZBX-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1522;""ESZOPICLONE"";""(S)-ZOPICLONE|(S)-Zopiclone|ESTORRA|ESZOPICLON|ESZOPICLONE|ESZOPICLONE CIV|GSK-1755165|Lunesta|ZOPICLONE S-FORM"";""Small molecule"";""4.0"";""388.82"";""23"";""79"";""1.57"";""91.76"";""7"";""0"";""0"";""2"";""N"";""0.77"";""8.04"";""6.86"";""0.52"";""0.59"";""2"";""MOL"";""0"";""27"";""9"";""0"";""0"";""388.1051"";""-0.99"";""NEUTRAL"";""C17H17ClN6O3"";""CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1"";""GBBSUAFBMRNDJC-INIZCTEOSA-N""",,,,,,,,,,,,,
"CHEMBL218650;""DELAMANID"";""DELAMANID|DELTYBA|OPC 67683|OPC-67683"";""Small molecule"";""4.0"";""534.49"";""40"";""233"";""4.97"";""101.12"";""9"";""0"";""1"";""8"";""N"";""0.30"";""None"";""5.51"";""6.14"";""6.14"";""3"";""MOL"";""0"";""38"";""10"";""0"";""1"";""534.1726"";""-0.60"";""NEUTRAL"";""C25H25F3N4O6"";""C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1"";""XDAOLTSRNUSPPH-XMMPIXPASA-N""",,,,,,,,,,,,,
"CHEMBL4298047;""TAFASITAMAB"";""MOR-00208|MOR-208|MOR00208|MOR208|Monjuvi|Monjuvi (tafasitamab-cxix) for injection|TAFASITAMAB|TAFASITAMAB CXIX|TAFASITAMAB-CXIX|XMAB-5574|XMAB5574|XmAb5574"";""Antibody"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL5182541;"""";"""";"""";"""";""436.42"";""4"";""4"";""4.01"";""110.25"";""9"";""0"";""0"";""7"";""N"";""0.32"";""None"";""2.25"";""2.92"";""2.92"";""4"";""MOL"";""0"";""32"";""10"";""0"";""0"";""436.1383"";""-1.04"";""NEUTRAL"";""C22H20N4O6"";""COc1ccc(-c2cn3ccnc(-c4cc(OC)c(OC)c(OC)c4)c3n2)cc1[N+](=O)[O-]"";""UIQOFNVSJVQUFF-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL5174026;"""";"""";"""";"""";""406.40"";""4"";""4"";""4.00"";""101.02"";""8"";""0"";""0"";""6"";""N"";""0.35"";""None"";""2.25"";""3.07"";""3.07"";""4"";""MOL"";""0"";""30"";""9"";""0"";""0"";""406.1277"";""-1.09"";""NEUTRAL"";""C21H18N4O5"";""COc1cc(-c2nccn3cc(-c4ccc([N+](=O)[O-])cc4)nc23)cc(OC)c1OC"";""SXVKQVDEHRNQKT-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL4297823;""SC-004"";""ADC SC-004|ANTIBODY-DRUG CONJUGATE SC-004|SC-004|SC004"";""Unknown"";""1.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL2108446;""GUAR GUM"";""CYAMOPSIS TETRAGONOLOBA|CYAMOPSIS TETRAGONOLOBUS|E-412|FEMA NO. 2537|GLUCOTARD|GUAR FLOUR|GUAR GUM|GUARAN|GUARINA|GUM-CYAMOPSIS|INS NO.412|INS-412|LEJGUAR"";""Unknown"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL2108906;""BELLADONNA"";""ATROPA BELLA-DONNA WHOLE|ATROPA BELLADONNA|ATROPA BELLADONNA WHOLE FLOWERING|BELLADONNA|BELLADONNA EXTRACT|BELLADONNA TOTAL ALKALOIDS|BELLADONNA WHOLE|DEADLY NIGHTSHADE|DEADLY NIGHTSHADE WHOLE"";""Small molecule"";""3.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL2104391;""INSULIN DETEMIR"";""DETEMIR|INS LEVEMIR|INSULIN DETEMIR|INSULIN DETEMIR RECOMBINANT|INSULIN",DETEMIR,"HUMAN|LEVEMIR|LEVEMIR FLEXPEN|LEVEMIR FLEXTOUCH|LEVEMIR INNOLET|LEVEMIR PENFILL|NN-304"";""Protein"";""4.0"";""5916.93"";"""";"""";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""MOL"";""0"";""None"";""None"";""None"";""None"";""5912.7883"";""None"";""None"";""C267H402N64O76S6"";""CCCCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H]1CSSC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CN)[C@@H](C)CC)C(C)C)C(=O)N[C@@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc3ccccc3)C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc3c[nH]cn3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N2)[C@@H](C)O)C(=O)O"";""UGOZVNFCFYTPAZ-IOXYNQHNSA-N""",,,,,,,,,,,
"CHEMBL4297192;""SIMETHICONE"";""ANTIFOAM A|ANTIFOAM AF|Gas-X|Mylanta Gas Relief|Mylicon Infant's Drops|SIMETHICONE|Sentry Simethicone|Sentry Simethicone Emulsion"";""Small molecule"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL4298062;""VILTOLARSEN"";""NCNP-01|NS-065|NS-065/NCNP-01|VILTOLARSEN|Viltepso"";""Oligonucleotide"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL4297872;""EPRATUZUMAB-CYS-TESIRINE"";""ADC ADCT-602|ADCT 602|ADCT-602|ADCT602|ANTIBODY-DRUG CONJUGATE ADCT-602|EPRATUZUMAB TESIRINE|EPRATUZUMAB-CYS-SG3249|EPRATUZUMAB-CYS-TESIRINE|HLL2-CYS-PBD|HLL2-TESIRINE"";""Unknown"";""1.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL2107869;""INSULIN DEGLUDEC"";""INS TRESIBA|INSULIN DEGLUDEC|NN-1250|NN1250|TRESIBA"";""Protein"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL1201186;""BISMUTH SUBCITRATE POTASSIUM"";""1001277|BISMUTH SUBCITRATE|BISMUTH SUBCITRATE POTASSIUM"";""Small molecule"";""4.0"";""704.47"";""1"";""2"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""NONE"";""0"";""None"";""None"";""None"";""None"";""703.8786"";""None"";""None"";""C12H10BiK3O14"";"""";""""",,,,,,,,,,,,,
"CHEMBL2108821;""TRYPSIN"," CRYSTALLIZED"";""CRYSTALLIZED TRYPSIN|EC 3.4.21.4|PORCINE TRYPSIN|Parenzyme|TRYPSIN|TRYPSIN CRYSTALLIZED|TRYPSIN RECOMBINANT PORCINE|TRYPSIN", CRYSTALLIZED|TRYPSIN, PORCINE|TRYPSIN, PORCINE CATIONIC|TRYPSIN, UNSPECIFIED FORM|TRYPSIN,"CRYSTALLIZED"";""Unknown"";""3.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,
"CHEMBL1201484;""SODIUM POLYSTYRENE SULFONATE"";""AMBERLITE FORTE IR 120|AMBERLITE IR 120|AMBERLITE IR-120|AMBERLITE IR120 H|AMBERLITE IRP-69|AMBERLITE IRP-69M|AMBERLITE IRP69|IR 120|KALEXATE|KIONEX|Kayexalate|POLISTIREX ACID|POLYSTYRENE SULFONATE|POLYSTYRENE SULFONIC ACID|POLYSTYRENE SULPHONATE|Polystyrene Sulfonate|RESONIUM A|SODIUM POLISTIREX|SODIUM POLYSTYRENE SULFONATE|SODIUM POLYSTYRENE SULPHONATE"";""Small molecule"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL142703;""VILDAGLIPTIN"";""GALVUS|LAF 237|LAF-237|LAF237|NVP-LAF 237|NVP-LAF237|VILDAGLIPTIN|VITAGLIPTIN"";""Small molecule"";""4.0"";""303.41"";""25"";""223"";""1.17"";""76.36"";""4"";""2"";""0"";""3"";""N"";""0.82"";""None"";""9.03"";""-0.22"";""-1.85"";""0"";""MOL"";""0"";""22"";""5"";""2"";""0"";""303.1947"";""-0.50"";""BASE"";""C17H25N3O2"";""N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2"";""SYOKIDBDQMKNDQ-XWTIBIIYSA-N""",,,,,,,,,,,,,
"CHEMBL3707227;""ATEZOLIZUMAB"";""0INE2SFD9E|ATEZOLIZUMAB|Anti-PD-L1|Anti-PDL1|MPDL-3280A|MPDL3280A|RG-7446|RG7446|TECENTRIQ"";""Antibody"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""SEQ"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL5194181;"""";"""";"""";"""";""389.62"";""1"";""2"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""MOL"";""0"";""None"";""None"";""None"";""None"";""389.0939"";""None"";""None"";""C19H23NO2S2Si"";""COc1ccc(/C=C2\SC(=S)NC2=O)cc1C#C[Si](C)(C)C(C)(C)C"";""HMDMSKOHJKXCFH-VBKFSLOCSA-N""",,,,,,,,,,,,,
"CHEMBL2106627;""DIACETYLMORPHINE HYDROCHLORIDE"";""DIACETYLMORPHINE HCL|DIACETYLMORPHINE HYDROCHLORIDE|DIACETYLMORPHINE HYDROCHLORIDE CI|DIAMORPHINE|DIAMORPHINE HYDROCHLORIDE|HEROIN HYDROCHLORIDE|NSC-302357"";""Small molecule"";""4.0"";""405.88"";""1"";""1"";""1.99"";""65.07"";""6"";""0"";""0"";""2"";""N"";""0.45"";""None"";""9.10"";""1.55"";""-0.15"";""1"";""MOL"";""0"";""27"";""6"";""0"";""0"";""369.1576"";""2.11"";""BASE"";""C21H24ClNO5"";""CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.Cl"";""FZJYQGFGNHGSFX-PVQKIFDLSA-N""",,,,,,,,,,,,,
"CHEMBL516;""CYPROHEPTADINE"";""CIPROVIT|CYPROHEPTADINE|Cyproheptadine"";""Small molecule"";""4.0"";""287.41"";""170"";""890"";""4.70"";""3.24"";""1"";""0"";""0"";""0"";""N"";""0.58"";""None"";""8.05"";""4.38"";""3.65"";""2"";""MOL"";""0"";""22"";""1"";""0"";""0"";""287.1674"";""0.26"";""NEUTRAL"";""C21H21N"";""CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1"";""JJCFRYNCJDLXIK-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL5181477;"""";"""";"""";"""";""377.40"";""4"";""4"";""3.79"";""78.11"";""7"";""1"";""0"";""5"";""N"";""0.57"";""9.47"";""2.27"";""2.83"";""2.83"";""4"";""MOL"";""0"";""28"";""7"";""1"";""0"";""377.1376"";""-0.58"";""NEUTRAL"";""C21H19N3O4"";""COc1cc(-c2nccn3cc(-c4ccc(O)cc4)nc23)cc(OC)c1OC"";""RAQORPSEPWXVBZ-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL5186885;"""";"""";"""";"""";""391.43"";""4"";""4"";""4.10"";""67.11"";""7"";""0"";""0"";""6"";""N"";""0.49"";""None"";""2.27"";""2.98"";""2.98"";""4"";""MOL"";""0"";""29"";""7"";""0"";""0"";""391.1532"";""-0.80"";""NEUTRAL"";""C22H21N3O4"";""COc1ccc(-c2cn3ccnc(-c4cc(OC)c(OC)c(OC)c4)c3n2)cc1"";""VFQAQTGJUGXELL-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL2109016;""ALUMINUM CHLOROHYDRATE"";""ALCHLORDRATE|ALUMINIUM CHLOROHYDRATE|ALUMINUM CHLORHYDRATE|ALUMINUM CHLORHYDROXIDE|ALUMINUM CHLOROHYDRATE|ALUMINUM HYDROXYCHLORIDE|CHLORHYDROL|DA-1097|HYPERDROL|LOCRON|ORISTAR ALCH|PAC 1000|PHOSPHONORM|REACH 101|REACH 103|REACH 501|SUMALCHLOR 50|TAKIBINE 1500"";""Unknown"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL3137343;""PEMBROLIZUMAB"";""KEYLYNK-010 COMPONENT PEMBROLIZUMAB|KEYTRUDA|LAMBROLIZUMAB|MK-3475|PEMBROLIZUMAB|PEMBROLIZUMAB COMPONENT OF KEYLYNK-010|SCH-900475"";""Antibody"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""SEQ"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL4297549;""HUMAN C1-ESTERASE INHIBITOR"";""BERINERT|C1 INHIBITOR HUMAN|C1-INHIBITOR"," PLASMA DERIVED|CINRYZE|HUMAN C1-ESTERASE INHIBITOR|RVG-19303"";""Enzyme"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,
"CHEMBL5201906;"""";"""";"""";"""";""429.40"";""4"";""4"";""5.11"";""57.88"";""6"";""0"";""1"";""5"";""N"";""0.44"";""None"";""2.26"";""4.01"";""4.01"";""4"";""MOL"";""0"";""31"";""6"";""0"";""1"";""429.1300"";""-1.02"";""NEUTRAL"";""C22H18F3N3O3"";""COc1cc(-c2nccn3cc(-c4ccc(C(F)(F)F)cc4)nc23)cc(OC)c1OC"";""CNKAGNOXPNNVGM-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL5172940;"""";"""";"""";"""";""407.43"";""4"";""4"";""3.80"";""87.34"";""8"";""1"";""0"";""6"";""N"";""0.52"";""9.54"";""2.26"";""2.67"";""2.67"";""4"";""MOL"";""0"";""30"";""8"";""1"";""0"";""407.1481"";""-0.46"";""NEUTRAL"";""C22H21N3O5"";""COc1ccc(-c2cn3ccnc(-c4cc(OC)c(OC)c(OC)c4)c3n2)cc1O"";""YIJKMSHXKCMWES-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL531;""PERGOLIDE"";""PERGOLIDE|Pergolide"";""Small molecule"";""4.0"";""314.50"";""133"";""782"";""4.27"";""19.03"";""2"";""1"";""0"";""4"";""N"";""0.91"";""None"";""9.49"";""4.23"";""2.15"";""2"";""MOL"";""0"";""22"";""2"";""1"";""0"";""314.1817"";""0.61"";""BASE"";""C19H26N2S"";""CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21"";""YEHCICAEULNIGD-MZMPZRCHSA-N""",,,,,,,,,,,,,
"CHEMBL1909283;""MEBANAZINE"";""ACTAMOL|MEBANAZINE"";""Small molecule"";""4.0"";""136.20"";""5"";""24"";""1.21"";""38.05"";""2"";""2"";""0"";""2"";""Y"";""0.47"";""None"";""5.33"";""1.33"";""1.33"";""1"";""MOL"";""0"";""10"";""2"";""3"";""0"";""136.1000"";""-0.83"";""NEUTRAL"";""C8H12N2"";""CC(NN)c1ccccc1"";""HHRZAEJMHSGZNP-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL2108265;""CASCARA SAGRADA"";""B2340|BEARBERRY BARK|CASC LIQ|CASCARA|CASCARA BUCKTHORN BARK|CASCARA BUCKTHORN WHOLE|CASCARA SAGRADA|CASCARA SAGRADA BARK|CASCARA SAGRADA FLUIDEXTRACT|CASCARA SAGRADA", EXT.|CASCARA SAGRADA, EXT.," DEBITTERED|CHITTAMBARK|CHITTEM BARK|FEMA NO. 2253|FRANGULA PURSHIANA|FRANGULA PURSHIANA BARK|FRANGULA PURSHIANA WHOLE|PURSH'S BUCKTHORN BARK|PURSH'S BUCKTHORN WHOLE|RHAMNI PURSHIANAE CORTEX|RHAMNUS PURSHIANA|RHAMNUS PURSHIANA BARK|RHAMNUS PURSHIANA STEM BARK|SACRED BARK"";""Small molecule"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,
"CHEMBL429910;""DAPAGLIFLOZIN"";""BMS-512148|BMS-512148-05|DAPAGLIFLOZIN|FORXIGA|LYN-045"";""Small molecule"";""4.0"";""408.88"";""20"";""240"";""1.84"";""99.38"";""6"";""4"";""0"";""6"";""N"";""0.58"";""12.57"";""None"";""2.11"";""2.11"";""2"";""MOL"";""0"";""28"";""6"";""4"";""0"";""408.1340"";""0.61"";""NEUTRAL"";""C21H25ClO6"";""CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1"";""JVHXJTBJCFBINQ-ADAARDCZSA-N""",,,,,,,,,,,,,
"CHEMBL1095777;""INDACATEROL"";""INDACATEROL|INDACTEROL|ONBREZ|QAB-149|QAB149|QABI49"";""Small molecule"";""4.0"";""392.50"";""45"";""1213"";""3.15"";""85.35"";""4"";""4"";""0"";""6"";""N"";""0.52"";""8.51"";""9.71"";""3.26"";""2.32"";""3"";""MOL"";""0"";""29"";""5"";""4"";""0"";""392.2100"";""0.35"";""BASE"";""C24H28N2O3"";""CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2"";""QZZUEBNBZAPZLX-QFIPXVFZSA-N""",,,,,,,,,,,,,
"CHEMBL1201863;""DEXLANSOPRAZOLE"";""(R)-LANSOPRAZOLE|DEXILANT|DEXILANT SOLUTAB|DEXLANSOPRAZOLE|KAPIDEX|Kapidex|LANSOPRAZOLE R-FORM|LANSOPRAZOLE"," (R)-|NSC-758710|T-168390|TAK-390"";""Small molecule"";""4.0"";""369.37"";""14"";""17"";""3.52"";""73.86"";""4"";""1"";""0"";""5"";""N"";""0.70"";""9.35"";""4.16"";""3.03"";""3.03"";""3"";""MOL"";""0"";""25"";""5"";""1"";""0"";""369.0759"";""-0.96"";""NEUTRAL"";""C16H14F3N3O2S"";""Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1"";""MJIHNNLFOKEZEW-RUZDIDTESA-N""",,,,,,,,,,,,
"CHEMBL376897;""METHSCOPOLAMINE"";""(-)-N-METHYLSCOPOLAMINE|METHSCOPOLAMINE CATION|METHSCOPOLAMINE ION|METHYLSCOPOLAMINE|Methylscopolamine|N-METHYLHYOSCINE|N-METHYLSCOPOLAMINE"";""Small molecule"";""4.0"";""318.39"";""24"";""78"";""1.06"";""59.06"";""4"";""1"";""0"";""4"";""N"";""0.51"";""None"";""None"";""-3.27"";""-3.27"";""1"";""MOL"";""0"";""23"";""5"";""1"";""0"";""318.1700"";""1.14"";""NEUTRAL"";""C18H24NO4+"";""C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12"";""LZCOQTDXKCNBEE-IKIFYQGPSA-N""",,,,,,,,,,,,,
"CHEMBL1094966;""PIRBUTEROL"";""ARA-211|PIRBUTEROL|Pirbuterol"";""Small molecule"";""4.0"";""240.30"";""7"";""41"";""0.70"";""85.61"";""5"";""4"";""0"";""4"";""N"";""0.62"";""8.79"";""9.59"";""-0.66"";""-1.78"";""1"";""MOL"";""0"";""17"";""5"";""4"";""0"";""240.1474"";""0.20"";""BASE"";""C12H20N2O3"";""CC(C)(C)NCC(O)c1ccc(O)c(CO)n1"";""VQDBNKDJNJQRDG-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL4297484;""BP-14979"";""BP-14979|BP1.4979"";""Small molecule"";""2.0"";""398.55"";"""";"""";""2.78"";""68.60"";""5"";""1"";""0"";""8"";""N"";""0.73"";""None"";""8.63"";""2.65"";""1.40"";""1"";""MOL"";""0"";""29"";""6"";""1"";""0"";""398.2682"";""-1.76"";""BASE"";""C23H34N4O2"";""COCCC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(C#N)c3)CC2)CC1"";""PLMAPPWZOQMTBI-XUTJKUGGSA-N""",,,,,,,,,,,,,
"CHEMBL260538;""ULIPRISTAL ACETATE"";""CDB-2914|ELLA|ELLAONE|ESMYA|PGL-4001|RTI-3021-012|ULIPRISTAL ACET|ULIPRISTAL ACETATE|ULIPRISTAL ACETATE |Ulipristal acetate|VA-2914|VA2914"";""Small molecule"";""4.0"";""475.63"";""3"";""7"";""5.54"";""63.68"";""5"";""0"";""1"";""4"";""N"";""0.53"";""None"";""4.89"";""4.62"";""4.62"";""1"";""MOL"";""0"";""35"";""5"";""0"";""1"";""475.2723"";""1.19"";""NEUTRAL"";""C30H37NO4"";""CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C"";""OOLLAFOLCSJHRE-ZHAKMVSLSA-N""",,,,,,,,,,,,,
"CHEMBL45816;""MIBEFRADIL"";""MIBEFRADIL|POSICOR 100|POSICOR 50|Posicor"";""Small molecule"";""4.0"";""495.64"";""74"";""313"";""5.27"";""67.45"";""5"";""1"";""1"";""11"";""N"";""0.37"";""12.54"";""9.82"";""5.16"";""2.75"";""3"";""MOL"";""0"";""36"";""6"";""1"";""1"";""495.2897"";""-0.56"";""BASE"";""C29H38FN3O3"";""COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C"";""HBNPJJILLOYFJU-VMPREFPWSA-N""",,,,,,,,,,,,,
